epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
47,0.2827619451856771,0.90625,0.3484877936272131,0.8930075821398483,0.0002739800241729694
48,0.27919191353960543,0.9112168874172185,0.3590969040977322,0.8938500421229991,0.0002661662346225638
49,0.28216026215166445,0.9097682119205298,0.34354162566432855,0.8963774220724515,0.0002583369843899931
50,0.2774366220792398,0.9097682119205298,0.32990419747121164,0.8997472620050547,0.00025050000000000007
51,0.2724460321447707,0.9087334437086093,0.3478243855010991,0.8938500421229991,0.00024266301561000702
52,0.26384064826546916,0.9105960264900662,0.3554365330116028,0.8938500421229991,0.00023483376537743634
53,0.2596456540242726,0.9144246688741722,0.3266905417042865,0.9005897219882055,0.0002270199758270307
54,0.26677723991259045,0.9128725165562914,0.3166851674558841,0.9039595619208087,0.0002192293582257061
55,0.2681731153896313,0.9126655629139073,0.3645637925547919,0.8879528222409435,0.00021146960097246238
56,0.25859943584890555,0.9148385761589404,0.32204720360974654,0.9014321819713563,0.0002037483620108617
57,0.26092797606591356,0.9135968543046358,0.32084156482746445,0.9048020219039595,0.0001960732612715627
58,0.25478130253340237,0.9132864238410596,0.3327455340045886,0.9031171019376579,0.00018845187315236873
59,0.25576829495808934,0.9148385761589404,0.3102023775525322,0.9081718618365627,0.00018089171904321234
60,0.26097610918496617,0.9159768211920529,0.3403570932581732,0.8989048020219039,0.00017340025990345072
61,0.25585857897207437,0.9175289735099338,0.32214833423966055,0.9039595619208087,0.00016598488889879982
62,0.2513527827744452,0.9160802980132451,0.32873886295146265,0.9039595619208087,0.00015865292410517293
63,0.25047095914352807,0.9187706953642384,0.31517705566735454,0.9056444818871103,0.00015141160128662222
64,0.24558178794305055,0.9208402317880795,0.31724416327104915,0.9106992417860151,0.00014426806675451437
65,0.24316884557537685,0.9201158940397351,0.31577941601454157,0.9098567818028643,0.0001372293703149831
66,0.24839122682217732,0.9186672185430463,0.2970507461177507,0.9081718618365627,0.00013030245831162203
67,0.25777630507946014,0.9178394039735099,0.30373462541272084,0.9132266217354675,0.00012349416677028238
68,0.24413122937379295,0.9211506622516556,0.3034850650834957,0.9123841617523167,0.0001168112146527403
69,0.24618657500735971,0.9216680463576159,0.30470241727378056,0.9098567818028643,0.00011026019722589342
70,0.23898526922559107,0.9221854304635762,0.3015041166058135,0.9157540016849199,0.000103847579553028
71,0.23141046342076055,0.9230132450331126,0.30326875024604616,0.9090143218197135,9.757969011358236e-05
72,0.23813193834183233,0.9223923841059603,0.2938545410660203,0.9149115417017691,9.146271455770193e-05
73,0.24038675062309037,0.9212541390728477,0.3098526335672084,0.9123841617523167,8.550268960174892e-05
74,0.24038635598902672,0.9225993377483444,0.3044468585280945,0.9106992417860151,7.970549707079218e-05
75,0.2358148351607733,0.9236341059602649,0.30399162009854275,0.9098567818028643,7.407685809395643e-05
76,0.23149503698412155,0.9229097682119205,0.2976847767591376,0.9182813816343723,6.86223274583579e-05
77,0.23749766400120906,0.9252897350993378,0.2954490165467034,0.9174389216512215,6.334728812720038e-05
78,0.23690653394981726,0.9238410596026491,0.2929772802627792,0.9132266217354675,5.8256945927440624e-05
79,0.23094034471259212,0.9273592715231788,0.2953510918052712,0.9191238416175231,5.3356324412265255e-05
80,0.23495574216574233,0.9251862582781457,0.2862901527092501,0.9132266217354675,4.8650259903450646e-05
81,0.23117790662294982,0.9243584437086093,0.2983254531340355,0.9157540016849199,4.414339671849688e-05
82,0.22757923711609368,0.9259105960264901,0.29188863226395373,0.9132266217354675,3.9840182587247294e-05
83,0.2266280540073944,0.9238410596026491,0.2897922987269007,0.9191238416175231,3.5744864262516034e-05
84,0.2293953046893442,0.9244619205298014,0.28270443691303226,0.9132266217354675,3.186148332905604e-05
85,0.2315155913596911,0.9276697019867549,0.28644024093636167,0.9149115417017691,2.8193872215002242e-05
86,0.22504357608738323,0.9271523178807947,0.2849414121899393,0.9149115417017691,2.4745650409728176e-05
87,0.2252721070305796,0.9242549668874173,0.288656806121341,0.9106992417860151,2.1520220891846766e-05
88,0.22529386040686772,0.9259105960264901,0.28496252344144474,0.9165964616680707,1.852076677088129e-05
89,0.22408357921321662,0.925703642384106,0.28195293526704207,0.9157540016849199,1.5750248145920753e-05
90,0.2221779441892706,0.9281870860927153,0.28880885883023383,0.9182813816343723,1.3211399184359197e-05
91,0.2240630876248246,0.9267384105960265,0.29394210947531557,0.9165964616680707,1.0906725423602734e-05
92,0.22449312472580285,0.9277731788079471,0.2881904547334207,0.9182813816343723,8.838501298406575e-06
93,0.22772457112638367,0.925807119205298,0.28667672245238346,0.9149115417017691,7.008767896282542e-06
94,0.23119870237759407,0.9267384105960265,0.28775150328560745,0.9165964616680707,5.419330943192164e-06
95,0.22632123781553168,0.9269453642384106,0.29503729984496907,0.9174389216512215,4.071759021513154e-06
96,0.22572848102114848,0.9260140728476821,0.2867389049847071,0.9149115417017691,2.967382022037798e-06
97,0.21826431041719108,0.925807119205298,0.28620301953123817,0.9165964616680707,2.1072898315315413e-06
98,0.22213027246345748,0.9267384105960265,0.2883634144658413,0.9199663016006739,1.4923312571462463e-06
99,0.2187302688889156,0.9292218543046358,0.2859540124492062,0.9165964616680707,1.1231131887499658e-06
100,0.22447796758042265,0.9273592715231788,0.2881589941523511,0.9182813816343723,1e-06
