Timestamp,VehicleID,Latitude,Longitude,Speed,ADC,Fuel
2026-07-15 08:06:15,VN001,21.031448113035417,105.85265972678651,45.7,1908,64.3
2026-07-15 08:06:20,VN001,21.028526370931054,105.85667846110465,56.5,1980,64.2
2026-07-15 08:06:25,VN001,21.029269038846266,105.8492439348863,47.8,1841,64.1
2026-07-15 08:06:30,VN001,21.02842517693819,105.85026072640507,40.6,1985,64.1
2026-07-15 08:06:35,VN001,21.02545242987798,105.84956002642022,43.4,2022,63.9
2026-07-15 08:06:40,VN001,21.030724521152617,105.84950728802319,0.0,1921,61.7
2026-07-15 08:06:45,VN001,21.02630772362441,105.85765460584011,0.0,1932,59.3
2026-07-15 08:06:50,VN001,21.023743159664317,105.8561365785938,0.0,1962,56.7
2026-07-15 08:06:55,VN001,21.029954722959072,105.85384173829088,0.0,2014,54.4
2026-07-15 08:07:00,VN001,21.025271106794072,105.85007834160652,0.0,2020,51.5
2026-07-15 08:07:05,VN001,21.03290458584353,105.85401615875116,0.0,2034,48.5
2026-07-15 08:07:10,VN001,21.033039285770027,105.85383471770781,0.0,1945,46.4
2026-07-15 08:07:15,VN001,21.032648643902206,105.85083201869911,0.0,2038,44.0
2026-07-15 08:07:20,VN001,21.027201587002555,105.85343851649239,0.0,1875,41.9
2026-07-15 08:07:25,VN001,21.02365456616529,105.85308504734398,0.0,1808,39.7
2026-07-15 08:07:30,VN001,21.032783185625878,105.85525850098053,0.0,1873,39.7
2026-07-15 08:07:35,VN001,21.027781841483176,105.85545093650867,0.0,2052,39.7
2026-07-15 08:07:40,VN001,21.033166548190437,105.84955304009772,0.0,2029,39.7
2026-07-15 08:07:45,VN001,21.033136199770894,105.85284612614626,0.0,1806,39.7
2026-07-15 08:07:50,VN001,21.032030094554674,105.85535859915714,0.0,1973,39.7
2026-07-15 08:07:55,VN001,21.026444488920696,105.8541313625858,0.0,1940,39.7
2026-07-15 08:08:00,VN001,21.02735097728602,105.85766489841188,0.0,1967,39.7
2026-07-15 08:08:05,VN001,21.03201136671517,105.85568693631619,0.0,1969,39.7
2026-07-15 08:08:10,VN001,21.026669220051563,105.85072934427082,0.0,2082,39.7
2026-07-15 08:08:15,VN001,21.025194927466863,105.849805687474,0.0,1921,39.7
