Timestamp	VehicleID	State	Fuel	Speed	Lat	Lng
2026-07-18 13:49:06.463	VN001	Driving	47.82	46.9	21.028608	105.853685
2026-07-18 13:49:07.466	VN001	Driving	47.76	46.2	21.028711	105.853629
2026-07-18 13:49:08.468	VN001	Driving	47.7	46.3	21.028596	105.853641
2026-07-18 13:49:09.470	VN001	Driving	47.64	47.3	21.028578	105.853515
[2026-07-18 13:49:10] STATE CHANGE: Driving -> Idle (duration: 9.1s)
2026-07-18 13:49:10.473	VN001	Idle	47.64	5.0	21.028587	105.853519
2026-07-18 13:49:11.474	VN001	Idle	47.64	4.0	21.028579	105.853510
2026-07-18 13:49:12.477	VN001	Idle	47.64	0.0	21.028585	105.853489
2026-07-18 13:49:13.480	VN001	Idle	47.64	0.0	21.028587	105.853483
2026-07-18 13:49:14.483	VN001	Idle	47.64	0.0	21.028586	105.853484
2026-07-18 13:49:15.486	VN001	Idle	47.64	0.0	21.028575	105.853476
2026-07-18 13:49:16.488	VN001	Idle	47.64	0.0	21.028568	105.853478
2026-07-18 13:49:17.490	VN001	Idle	47.64	0.0	21.028553	105.853479
2026-07-18 13:49:18.492	VN001	Idle	47.64	0.0	21.028554	105.853481
2026-07-18 13:49:19.495	VN001	Idle	47.64	0.0	21.028539	105.853472
[2026-07-18 13:49:20] STATE CHANGE: Idle -> Refuel (duration: 15.7s)
2026-07-18 13:49:20.497	VN001	Refuel	48.09	0.0	21.028540	105.853474
2026-07-18 13:49:21.499	VN001	Refuel	48.54	0.1	21.028528	105.853474
2026-07-18 13:49:22.501	VN001	Refuel	49.0	0.0	21.028526	105.853474
2026-07-18 13:49:23.506	VN001	Refuel	49.45	0.0	21.028532	105.853471
2026-07-18 13:49:24.508	VN001	Refuel	49.91	0.0	21.028520	105.853471
2026-07-18 13:49:25.509	VN001	Refuel	50.35	0.0	21.028527	105.853477
2026-07-18 13:49:26.510	VN001	Refuel	50.8	0.0	21.028521	105.853468
2026-07-18 13:49:27.511	VN001	Refuel	51.25	0.0	21.028526	105.853461
2026-07-18 13:49:28.513	VN001	Refuel	51.7	0.0	21.028518	105.853458
2026-07-18 13:49:29.514	VN001	Refuel	52.15	0.0	21.028513	105.853469
2026-07-18 13:49:30.515	VN001	Refuel	52.61	0.0	21.028517	105.853462
2026-07-18 13:49:31.516	VN001	Refuel	52.61	0.0	21.028517	105.853458
2026-07-18 13:49:32.516	VN001	Refuel	52.61	0.0	21.028526	105.853453
2026-07-18 13:49:33.518	VN001	Refuel	52.61	0.0	21.028519	105.853465
2026-07-18 13:49:34.518	VN001	Refuel	52.61	0.0	21.028537	105.853443
2026-07-18 13:49:35.549	VN001	Refuel	52.61	0.0	21.028529	105.853452
[2026-07-18 13:49:36] STATE CHANGE: Refuel -> Driving (duration: 42.5s)
2026-07-18 13:49:36.550	VN001	Driving	52.54	19.3	21.028574	105.853470
2026-07-18 13:49:37.552	VN001	Driving	52.48	24.4	21.028530	105.853425
2026-07-18 13:49:38.554	VN001	Driving	52.42	30.2	21.028503	105.853501
2026-07-18 13:49:39.556	VN001	Driving	52.36	33.1	21.028421	105.853509
2026-07-18 13:49:40.560	VN001	Driving	52.3	35.0	21.028475	105.853582
2026-07-18 13:49:41.561	VN001	Driving	52.24	37.9	21.028394	105.853633
2026-07-18 13:49:42.564	VN001	Driving	52.18	40.0	21.028353	105.853731
2026-07-18 13:49:43.565	VN001	Driving	52.12	40.6	21.028264	105.853680
2026-07-18 13:49:44.568	VN001	Driving	52.06	42.9	21.028258	105.853794
2026-07-18 13:49:45.569	VN001	Driving	52.0	46.2	21.028359	105.853733
2026-07-18 13:49:46.589	VN001	Driving	51.94	46.6	21.028403	105.853848
2026-07-18 13:49:47.592	VN001	Driving	51.88	46.7	21.028400	105.853973
2026-07-18 13:49:48.595	VN001	Driving	51.82	46.0	21.028514	105.853993
2026-07-18 13:49:49.600	VN001	Driving	51.76	47.7	21.028562	105.853876
2026-07-18 13:49:50.601	VN001	Driving	51.7	47.8	21.028515	105.853994
2026-07-18 13:49:51.603	VN001	Driving	51.64	50.7	21.028476	105.854124
2026-07-18 13:49:52.604	VN001	Driving	51.58	49.4	21.028598	105.854143
2026-07-18 13:49:53.607	VN001	Driving	51.52	49.5	21.028680	105.854044
2026-07-18 13:49:54.608	VN001	Driving	51.46	49.4	21.028586	105.854130
2026-07-18 13:49:55.610	VN001	Driving	51.4	49.2	21.028465	105.854109
2026-07-18 13:49:56.613	VN001	Driving	51.34	47.0	21.028356	105.854156
2026-07-18 13:49:57.614	VN001	Driving	51.28	45.4	21.028462	105.854199
2026-07-18 13:49:58.615	VN001	Driving	51.22	46.5	21.028569	105.854150
2026-07-18 13:49:59.617	VN001	Driving	51.16	46.6	21.028681	105.854183
2026-07-18 13:50:00.617	VN001	Driving	51.1	46.0	21.028657	105.854304
2026-07-18 13:50:01.618	VN001	Driving	51.04	47.8	21.028558	105.854233
2026-07-18 13:50:02.620	VN001	Driving	50.98	47.7	21.028635	105.854331
2026-07-18 13:50:03.620	VN001	Driving	50.92	47.5	21.028667	105.854453
2026-07-18 13:50:04.621	VN001	Driving	50.86	45.9	21.028684	105.854332
2026-07-18 13:50:05.622	VN001	Driving	50.8	47.2	21.028619	105.854226
2026-07-18 13:50:06.623	VN001	Driving	50.74	47.5	21.028635	105.854352
2026-07-18 13:50:07.632	VN001	Driving	50.68	47.3	21.028719	105.854441
2026-07-18 13:50:08.633	VN001	Driving	50.62	46.2	21.028605	105.854426
2026-07-18 13:50:09.635	VN001	Driving	50.56	47.8	21.028639	105.854303
2026-07-18 13:50:10.636	VN001	Driving	50.51	47.6	21.028741	105.854237
2026-07-18 13:50:11.637	VN001	Driving	50.45	46.6	21.028855	105.854262
2026-07-18 13:50:12.639	VN001	Driving	50.39	44.8	21.028951	105.854324
2026-07-18 13:50:13.640	VN001	Driving	50.33	45.6	21.029057	105.854370
2026-07-18 13:50:14.641	VN001	Driving	50.27	46.2	21.029079	105.854491
2026-07-18 13:50:15.643	VN001	Driving	50.21	46.2	21.029195	105.854491
2026-07-18 13:50:16.644	VN001	Driving	50.15	47.2	21.029280	105.854403
2026-07-18 13:50:17.650	VN001	Driving	50.09	46.7	21.029357	105.854496
2026-07-18 13:50:18.652	VN001	Driving	50.03	46.6	21.029332	105.854618
[2026-07-18 13:50:19] STATE CHANGE: Driving -> Fuel Theft (duration: 13.2s)
2026-07-18 13:50:19.654	VN001	Fuel Theft	48.83	5.0	21.029335	105.854608
2026-07-18 13:50:20.655	VN001	Fuel Theft	47.63	4.1	21.029335	105.854606
2026-07-18 13:50:21.656	VN001	Fuel Theft	46.43	0.0	21.029330	105.854615
2026-07-18 13:50:22.658	VN001	Fuel Theft	45.23	0.0	21.029332	105.854607
2026-07-18 13:50:23.660	VN001	Fuel Theft	44.03	0.0	21.029332	105.854619
2026-07-18 13:50:24.662	VN001	Fuel Theft	42.83	0.0	21.029343	105.854624
2026-07-18 13:50:25.663	VN001	Fuel Theft	41.63	0.0	21.029356	105.854627
2026-07-18 13:50:26.664	VN001	Fuel Theft	40.43	0.0	21.029354	105.854632
2026-07-18 13:50:27.670	VN001	Fuel Theft	39.23	0.0	21.029350	105.854617
2026-07-18 13:50:28.672	VN001	Fuel Theft	38.03	0.0	21.029354	105.854616
2026-07-18 13:50:29.673	VN001	Fuel Theft	36.83	0.0	21.029343	105.854616
2026-07-18 13:50:30.674	VN001	Fuel Theft	35.62	0.0	21.029336	105.854621
2026-07-18 13:50:31.675	VN001	Fuel Theft	34.42	0.0	21.029334	105.854616
2026-07-18 13:50:32.677	VN001	Fuel Theft	33.22	0.0	21.029323	105.854625
[2026-07-18 13:50:33] STATE CHANGE: Fuel Theft -> Idle (duration: 11.7s)
2026-07-18 13:50:33.678	VN001	Idle	33.22	0.0	21.029306	105.854635
2026-07-18 13:50:34.678	VN001	Idle	33.22	0.0	21.029312	105.854643
2026-07-18 13:50:35.678	VN001	Idle	33.22	0.0	21.029289	105.854659
2026-07-18 13:50:36.679	VN001	Idle	33.22	0.0	21.029287	105.854663
2026-07-18 13:50:37.704	VN001	Idle	33.22	0.0	21.029298	105.854667
2026-07-18 13:50:38.705	VN001	Idle	33.22	0.0	21.029293	105.854666
2026-07-18 13:50:39.706	VN001	Idle	33.22	0.0	21.029294	105.854653
2026-07-18 13:50:40.707	VN001	Idle	33.22	0.0	21.029302	105.854639
2026-07-18 13:50:41.708	VN001	Idle	33.22	0.0	21.029310	105.854649
2026-07-18 13:50:42.710	VN001	Idle	33.22	0.0	21.029302	105.854658
2026-07-18 13:50:43.711	VN001	Idle	33.22	0.0	21.029298	105.854657
2026-07-18 13:50:44.713	VN001	Idle	33.22	0.0	21.029295	105.854657
[2026-07-18 13:50:45] STATE CHANGE: Idle -> Driving (duration: 36.8s)
2026-07-18 13:50:45.715	VN001	Driving	33.16	13.9	21.029324	105.854636
2026-07-18 13:50:46.741	VN001	Driving	33.1	20.8	21.029277	105.854613
2026-07-18 13:50:47.744	VN001	Driving	33.04	26.2	21.029342	105.854622
2026-07-18 13:50:48.747	VN001	Driving	32.98	29.8	21.029288	105.854677
2026-07-18 13:50:49.751	VN001	Driving	32.92	34.3	21.029231	105.854746
2026-07-18 13:50:50.754	VN001	Driving	32.86	34.8	21.029261	105.854658
2026-07-18 13:50:51.756	VN001	Driving	32.81	36.6	21.029247	105.854561
2026-07-18 13:50:52.758	VN001	Driving	32.74	40.3	21.029279	105.854459
2026-07-18 13:50:53.760	VN001	Driving	32.68	41.0	21.029379	105.854480
2026-07-18 13:50:54.762	VN001	Driving	32.63	41.2	21.029389	105.854590
2026-07-18 13:50:55.769	VN001	Driving	32.56	43.2	21.029396	105.854706
2026-07-18 13:50:56.771	VN001	Driving	32.51	45.1	21.029292	105.854752
2026-07-18 13:50:57.774	VN001	Driving	32.45	46.9	21.029252	105.854634
2026-07-18 13:50:58.775	VN001	Driving	32.39	47.9	21.029279	105.854508
2026-07-18 13:50:59.778	VN001	Driving	32.33	48.2	21.029248	105.854633
2026-07-18 13:51:00.779	VN001	Driving	32.27	47.9	21.029129	105.854617
2026-07-18 13:51:01.779	VN001	Driving	32.21	47.1	21.029193	105.854723
2026-07-18 13:51:02.780	VN001	Driving	32.15	46.4	21.029309	105.854709
2026-07-18 13:51:03.786	VN001	Driving	32.09	45.5	21.029237	105.854804
2026-07-18 13:51:04.790	VN001	Driving	32.03	47.0	21.029340	105.854865
2026-07-18 13:51:05.791	VN001	Driving	31.97	46.3	21.029283	105.854757
2026-07-18 13:51:06.792	VN001	Driving	31.91	46.1	21.029378	105.854688
2026-07-18 13:51:07.793	VN001	Driving	31.85	46.4	21.029263	105.854680
2026-07-18 13:51:08.794	VN001	Driving	31.79	45.3	21.029343	105.854594
2026-07-18 13:51:09.795	VN001	Driving	31.73	43.8	21.029347	105.854711
2026-07-18 13:51:10.796	VN001	Driving	31.67	44.1	21.029247	105.854760
2026-07-18 13:51:11.797	VN001	Driving	31.61	43.5	21.029143	105.854794
2026-07-18 13:51:12.801	VN001	Driving	31.55	44.8	21.029177	105.854680
2026-07-18 13:51:13.802	VN001	Driving	31.49	45.6	21.029088	105.854605
2026-07-18 13:51:14.803	VN001	Driving	31.43	44.4	21.029112	105.854721
2026-07-18 13:51:15.804	VN001	Driving	31.37	45.8	21.029080	105.854603
2026-07-18 13:51:16.805	VN001	Driving	31.31	46.2	21.029193	105.854630
2026-07-18 13:51:17.806	VN001	Driving	31.25	46.5	21.029144	105.854517
2026-07-18 13:51:18.808	VN001	Driving	31.19	47.4	21.029260	105.854495
2026-07-18 13:51:19.809	VN001	Driving	31.13	46.6	21.029274	105.854619
2026-07-18 13:51:20.811	VN001	Driving	31.07	44.7	21.029204	105.854526
2026-07-18 13:51:21.813	VN001	Driving	31.01	44.9	21.029179	105.854408
[2026-07-18 13:51:22] STATE CHANGE: Driving -> Idle (duration: 8.9s)
2026-07-18 13:51:22.813	VN001	Idle	31.01	5.0	21.029180	105.854419
2026-07-18 13:51:23.814	VN001	Idle	31.01	4.0	21.029176	105.854424
2026-07-18 13:51:24.816	VN001	Idle	31.01	0.0	21.029170	105.854432
2026-07-18 13:51:25.817	VN001	Idle	31.01	0.0	21.029183	105.854432
2026-07-18 13:51:26.819	VN001	Idle	31.01	0.0	21.029191	105.854432
2026-07-18 13:51:27.820	VN001	Idle	31.01	0.0	21.029196	105.854422
2026-07-18 13:51:28.846	VN001	Idle	31.01	0.0	21.029198	105.854429
2026-07-18 13:51:29.847	VN001	Idle	31.01	0.0	21.029195	105.854446
2026-07-18 13:51:30.849	VN001	Idle	31.01	0.0	21.029186	105.854445
[2026-07-18 13:51:31] STATE CHANGE: Idle -> Driving (duration: 36.0s)
2026-07-18 13:51:31.850	VN001	Driving	30.95	15.4	21.029151	105.854462
2026-07-18 13:51:32.851	VN001	Driving	30.89	23.1	21.029161	105.854401
2026-07-18 13:51:33.853	VN001	Driving	30.83	28.6	21.029146	105.854326
2026-07-18 13:51:34.854	VN001	Driving	30.76	33.8	21.029153	105.854235
2026-07-18 13:51:35.855	VN001	Driving	30.7	36.2	21.029107	105.854319
2026-07-18 13:51:36.856	VN001	Driving	30.65	38.3	21.029203	105.854308
2026-07-18 13:51:37.858	VN001	Driving	30.59	40.2	21.029278	105.854380
2026-07-18 13:51:38.858	VN001	Driving	30.53	43.3	21.029332	105.854279
2026-07-18 13:51:39.860	VN001	Driving	30.47	44.3	21.029298	105.854392
2026-07-18 13:51:40.860	VN001	Driving	30.41	45.6	21.029216	105.854478
2026-07-18 13:51:41.862	VN001	Driving	30.35	45.5	21.029230	105.854599
2026-07-18 13:51:42.863	VN001	Driving	30.29	45.4	21.029291	105.854496
2026-07-18 13:51:43.872	VN001	Driving	30.23	47.0	21.029192	105.854563
2026-07-18 13:51:44.873	VN001	Driving	30.17	47.1	21.029140	105.854677
2026-07-18 13:51:45.874	VN001	Driving	30.11	47.4	21.029030	105.854631
2026-07-18 13:51:46.875	VN001	Driving	30.04	49.7	21.029089	105.854514
2026-07-18 13:51:47.876	VN001	Driving	29.98	49.5	21.029031	105.854397
2026-07-18 13:51:48.879	VN001	Driving	29.93	50.2	21.028991	105.854525
2026-07-18 13:51:49.880	VN001	Driving	29.87	50.4	21.028987	105.854660
2026-07-18 13:51:50.882	VN001	Driving	29.81	49.0	21.028893	105.854745
2026-07-18 13:51:51.889	VN001	Driving	29.74	48.6	21.028835	105.854859
2026-07-18 13:51:52.890	VN001	Driving	29.68	50.1	21.028879	105.854985
2026-07-18 13:51:53.892	VN001	Driving	29.62	50.0	21.028974	105.854897
2026-07-18 13:51:54.894	VN001	Driving	29.56	50.2	21.029002	105.855028
2026-07-18 13:51:55.894	VN001	Driving	29.5	50.2	21.028998	105.855163
2026-07-18 13:51:56.896	VN001	Driving	29.44	49.8	21.028878	105.855127
2026-07-18 13:51:57.897	VN001	Driving	29.38	49.1	21.028846	105.855254
2026-07-18 13:51:58.899	VN001	Driving	29.32	48.4	21.028907	105.855142
2026-07-18 13:51:59.905	VN001	Driving	29.26	50.0	21.028933	105.855011
2026-07-18 13:52:00.906	VN001	Driving	29.2	48.9	21.029043	105.854953
2026-07-18 13:52:01.908	VN001	Driving	29.14	48.0	21.029102	105.854842
2026-07-18 13:52:02.909	VN001	Driving	29.07	48.8	21.029086	105.854712
2026-07-18 13:52:03.910	VN001	Driving	29.02	51.0	21.029171	105.854610
2026-07-18 13:52:04.912	VN001	Driving	28.96	50.9	21.029151	105.854745
2026-07-18 13:52:05.913	VN001	Driving	28.89	49.0	21.029262	105.854801
2026-07-18 13:52:06.919	VN001	Driving	28.84	48.2	21.029217	105.854681
[2026-07-18 13:52:07] STATE CHANGE: Driving -> Idle (duration: 14.0s)
2026-07-18 13:52:07.919	VN001	Idle	28.84	5.0	21.029229	105.854680
2026-07-18 13:52:08.920	VN001	Idle	28.84	4.0	21.029220	105.854670
2026-07-18 13:52:09.922	VN001	Idle	28.84	0.0	21.029229	105.854672
2026-07-18 13:52:10.923	VN001	Idle	28.84	0.0	21.029231	105.854675
2026-07-18 13:52:11.924	VN001	Idle	28.84	0.0	21.029233	105.854669
2026-07-18 13:52:12.925	VN001	Idle	28.84	0.0	21.029236	105.854655
2026-07-18 13:52:13.926	VN001	Idle	28.84	0.0	21.029254	105.854648
2026-07-18 13:52:14.932	VN001	Idle	28.84	0.0	21.029253	105.854669
2026-07-18 13:52:15.934	VN001	Idle	28.84	0.0	21.029260	105.854641
2026-07-18 13:52:16.935	VN001	Idle	28.84	0.0	21.029257	105.854633
2026-07-18 13:52:17.936	VN001	Idle	28.84	0.0	21.029237	105.854611
2026-07-18 13:52:18.937	VN001	Idle	28.84	0.0	21.029226	105.854608
2026-07-18 13:52:19.939	VN001	Idle	28.84	0.0	21.029215	105.854599
2026-07-18 13:52:20.940	VN001	Idle	28.84	0.0	21.029202	105.854607
[2026-07-18 13:52:21] STATE CHANGE: Idle -> Refuel (duration: 24.4s)
2026-07-18 13:52:21.942	VN001	Refuel	29.29	0.1	21.029196	105.854604
2026-07-18 13:52:22.948	VN001	Refuel	29.74	0.1	21.029190	105.854604
2026-07-18 13:52:23.950	VN001	Refuel	30.18	0.0	21.029200	105.854605
2026-07-18 13:52:24.953	VN001	Refuel	30.63	0.0	21.029189	105.854603
2026-07-18 13:52:25.954	VN001	Refuel	31.08	0.0	21.029171	105.854604
2026-07-18 13:52:26.955	VN001	Refuel	31.53	0.0	21.029171	105.854605
2026-07-18 13:52:27.957	VN001	Refuel	31.98	0.0	21.029159	105.854612
2026-07-18 13:52:28.958	VN001	Refuel	32.43	0.0	21.029153	105.854610
2026-07-18 13:52:29.964	VN001	Refuel	32.88	0.0	21.029156	105.854601
2026-07-18 13:52:30.966	VN001	Refuel	33.33	0.0	21.029156	105.854611
2026-07-18 13:52:31.967	VN001	Refuel	33.78	0.0	21.029176	105.854613
2026-07-18 13:52:32.969	VN001	Refuel	34.23	0.0	21.029168	105.854610
2026-07-18 13:52:33.970	VN001	Refuel	34.68	0.0	21.029178	105.854627
2026-07-18 13:52:34.972	VN001	Refuel	35.13	0.0	21.029195	105.854625
2026-07-18 13:52:35.973	VN001	Refuel	35.58	0.0	21.029210	105.854589
2026-07-18 13:52:36.980	VN001	Refuel	36.04	0.0	21.029233	105.854590
2026-07-18 13:52:37.981	VN001	Refuel	36.48	0.0	21.029239	105.854592
2026-07-18 13:52:38.983	VN001	Refuel	36.93	0.0	21.029244	105.854605
2026-07-18 13:52:39.984	VN001	Refuel	36.93	0.0	21.029245	105.854594
2026-07-18 13:52:40.984	VN001	Refuel	36.93	0.0	21.029256	105.854604
2026-07-18 13:52:41.984	VN001	Refuel	36.93	0.0	21.029255	105.854614
2026-07-18 13:52:42.985	VN001	Refuel	36.93	0.0	21.029258	105.854616
2026-07-18 13:52:43.991	VN001	Refuel	36.93	0.0	21.029247	105.854592
2026-07-18 13:52:44.992	VN001	Refuel	36.93	0.0	21.029261	105.854584
2026-07-18 13:52:45.993	VN001	Refuel	36.93	0.0	21.029260	105.854570
[2026-07-18 13:52:46] STATE CHANGE: Refuel -> Driving (duration: 48.8s)
2026-07-18 13:52:46.994	VN001	Driving	36.87	22.3	21.029227	105.854522
2026-07-18 13:52:47.995	VN001	Driving	36.81	28.3	21.029269	105.854583
2026-07-18 13:52:48.996	VN001	Driving	36.75	31.1	21.029196	105.854612
2026-07-18 13:52:49.997	VN001	Driving	36.69	34.8	21.029130	105.854673
2026-07-18 13:52:51.004	VN001	Driving	36.63	36.3	21.029061	105.854736
2026-07-18 13:52:52.005	VN001	Driving	36.57	39.3	21.029004	105.854822
2026-07-18 13:52:53.007	VN001	Driving	36.51	42.1	21.029059	105.854726
2026-07-18 13:52:54.009	VN001	Driving	36.45	43.2	21.029087	105.854838
2026-07-18 13:52:55.010	VN001	Driving	36.39	42.3	21.029114	105.854948
2026-07-18 13:52:56.012	VN001	Driving	36.33	43.8	21.029164	105.855053
2026-07-18 13:52:57.014	VN001	Driving	36.27	42.6	21.029270	105.855058
2026-07-18 13:52:58.027	VN001	Driving	36.21	43.8	21.029369	105.855007
2026-07-18 13:52:59.029	VN001	Driving	36.15	44.1	21.029426	105.854906
2026-07-18 13:53:00.032	VN001	Driving	36.09	44.2	21.029337	105.854977
2026-07-18 13:53:01.033	VN001	Driving	36.03	43.3	21.029440	105.854939
2026-07-18 13:53:02.035	VN001	Driving	35.97	46.0	21.029454	105.855061
2026-07-18 13:53:03.036	VN001	Driving	35.91	44.3	21.029362	105.854994
2026-07-18 13:53:04.042	VN001	Driving	35.85	44.0	21.029400	105.854884
2026-07-18 13:53:05.048	VN001	Driving	35.79	44.1	21.029400	105.854765
2026-07-18 13:53:06.050	VN001	Driving	35.73	43.5	21.029367	105.854654
2026-07-18 13:53:07.051	VN001	Driving	35.67	44.1	21.029314	105.854758
2026-07-18 13:53:08.053	VN001	Driving	35.61	44.4	21.029266	105.854865
2026-07-18 13:53:09.054	VN001	Driving	35.55	44.0	21.029355	105.854796
2026-07-18 13:53:10.056	VN001	Driving	35.49	45.4	21.029428	105.854702
2026-07-18 13:53:11.062	VN001	Driving	35.42	43.5	21.029330	105.854754
2026-07-18 13:53:12.063	VN001	Driving	35.36	44.1	21.029245	105.854679
2026-07-18 13:53:13.064	VN001	Driving	35.3	42.5	21.029232	105.854792
2026-07-18 13:53:14.065	VN001	Driving	35.24	42.7	21.029214	105.854679
2026-07-18 13:53:15.066	VN001	Driving	35.18	43.1	21.029137	105.854598
2026-07-18 13:53:16.067	VN001	Driving	35.13	42.3	21.029131	105.854712
2026-07-18 13:53:17.070	VN001	Driving	35.07	42.8	21.029063	105.854623
2026-07-18 13:53:18.076	VN001	Driving	35.01	42.0	21.028960	105.854644
2026-07-18 13:53:19.077	VN001	Driving	34.94	41.0	21.029045	105.854705
2026-07-18 13:53:20.078	VN001	Driving	34.88	41.3	21.028955	105.854651
2026-07-18 13:53:21.079	VN001	Driving	34.83	43.7	21.028848	105.854675
2026-07-18 13:53:22.081	VN001	Driving	34.77	45.1	21.028747	105.854622
2026-07-18 13:53:23.082	VN001	Driving	34.71	46.5	21.028639	105.854576
2026-07-18 13:53:24.088	VN001	Driving	34.65	44.4	21.028530	105.854600
2026-07-18 13:53:25.090	VN001	Driving	34.59	43.5	21.028421	105.854593
2026-07-18 13:53:26.091	VN001	Driving	34.53	43.2	21.028320	105.854634
2026-07-18 13:53:27.092	VN001	Driving	34.47	44.8	21.028231	105.854561
2026-07-18 13:53:28.093	VN001	Driving	34.41	44.1	21.028132	105.854613
2026-07-18 13:53:29.095	VN001	Driving	34.36	44.9	21.028023	105.854584
2026-07-18 13:53:30.101	VN001	Driving	34.29	45.1	21.027946	105.854673
2026-07-18 13:53:31.103	VN001	Driving	34.23	44.9	21.027932	105.854554
2026-07-18 13:53:32.104	VN001	Driving	34.17	46.7	21.027995	105.854659
2026-07-18 13:53:33.105	VN001	Driving	34.12	46.2	21.028090	105.854589
2026-07-18 13:53:34.107	VN001	Driving	34.06	45.8	21.028107	105.854710
2026-07-18 13:53:35.108	VN001	Driving	34.0	45.7	21.028144	105.854594
[2026-07-18 13:53:36] STATE CHANGE: Driving -> Fuel Theft (duration: 13.8s)
2026-07-18 13:53:36.109	VN001	Fuel Theft	32.8	5.0	21.028148	105.854586
2026-07-18 13:53:37.119	VN001	Fuel Theft	31.6	4.0	21.028147	105.854585
2026-07-18 13:53:38.121	VN001	Fuel Theft	30.4	0.0	21.028164	105.854562
2026-07-18 13:53:39.122	VN001	Fuel Theft	29.2	0.0	21.028169	105.854574
